machineId,state,scenario,engineHours,fuelLevelLitres,fuelConsumptionRateLph,loadCycles,idleTime,engineRpm,engineTemperature,hydraulicTemperature,vibration,seatbeltStatus,eta_minutes
EXC001,IDLE,NORMAL,1152.13,310.02,4,35,21.87,1150,80,83,0.37,true,24.03
EXC003,IDLE,NORMAL,1237.79,147.07,4,504,314.87,1150,80,83,0.37,true,52.06
EXC001,OPERATING,NORMAL,1156.23,251.91,14,208,113.73,1350,80,72,0.35,true,27.13
EXC001,IDLE,NORMAL,1155.69,259.59,4,186,104.47,1150,83,83,0.37,true,29.37
EXC003,UNLOADING,NORMAL,1242.29,84.21,16,692,421.8,1300,82,85,0.45,true,61.42
EXC001,TRANSPORTING,NORMAL,1164.51,135.47,18,556,318.73,1600,84,82,0.55,true,46.89
EXC002,LOADING,NORMAL,1361.26,112.14,22,626,381,1600,88,90,0.51,true,51.38
EXC001,IDLE,NORMAL,1165.76,118.08,4,609,351,400,87,84,0.56,true,58.46
EXC001,IDLE,NORMAL,1155.95,255.94,4,196,109.4,850,76,79,0.21,true,34.97
EXC001,UNLOADING,NORMAL,1156.52,247.76,16,222,119.73,1450,89,86,0.47,true,32.28
EXC002,UNLOADING,NORMAL,1354.54,206.67,16,345,218.73,1300,82,85,0.45,true,41.98
EXC003,LOADING,NORMAL,1232.2,225.26,22,272,171.2,1650,82,74,0.43,true,32.34
EXC003,IDLE,NORMAL,1234.82,188.66,4,380,236.27,1150,81,83,0.37,true,46.72
EXC002,TRANSPORTING,NORMAL,1360.16,127.8,18,576,353.8,1650,86,82,0.72,true,52.07
EXC001,IDLE,NORMAL,1167.38,95.48,4,676,390.8,850,76,79,0.21,true,56.35
EXC001,UNLOADING,ABNORMAL_FUEL_CONSUMPTION,1152.22,308.85,25.6,39,24.2,1450,87,85,0.47,true,30.64
EXC002,TRANSPORTING,NORMAL,1355.74,189.67,18,395,244.6,1600,84,82,0.55,true,43.19
EXC002,OPERATING,NORMAL,1352.66,232.91,14,268,167.13,1300,80,72,0.48,true,35.59
EXC003,UNLOADING,NORMAL,1242.23,85.05,16,689,420,1450,91,88,0.47,true,61.68
EXC002,IDLE,NORMAL,1351.81,244.88,4,233,147.73,1150,80,83,0.37,true,34.79
EXC003,OPERATING,NORMAL,1233.58,206.07,14,329,205.2,1150,80,72,0.48,true,38.49
EXC003,IDLE,NORMAL,1243.16,72.18,4,727,445.8,850,89,86,0.21,true,64.44
EXC002,LOADING,NORMAL,1351.11,254.83,22,200,131.73,1500,84,76,1.04,true,27.36
EXC001,UNLOADING,NORMAL,1165.26,125.16,16,588,339.73,1300,82,85,0.45,true,51.96
EXC003,IDLE,EXCESSIVE_IDLE,1226.81,300.35,4,59,34.4,550,80,82,0.39,true,30.12
EXC002,IDLE,EXCESSIVE_IDLE,1361.09,114.6,4,618,377.4,550,86,78,0.57,true,62.22
EXC001,TRANSPORTING,PROXIMITY_HAZARD,1159.77,202.13,18,359,199.33,1600,89,86,0.55,true,42.3
EXC003,OPERATING,OVERHEATING,1225.48,318.93,14,8,1.8,1150,93,90,0.4,true,25.69
EXC002,LOADING,PROXIMITY_HAZARD,1348.81,286.64,22,106,71.2,1500,84,76,0.51,true,25.98
EXC003,IDLE,EXCESSIVE_IDLE,1241.93,89.22,4,677,413,550,78,72,0.8,true,66.76
EXC001,TRANSPORTING,NORMAL,1154.67,273.79,18,145,79.8,1600,84,82,0.55,true,25.83
EXC002,OPERATING,NORMAL,1359.11,142.66,14,530,328.8,1050,80,72,0.64,true,48.09
EXC001,STARTING,PROXIMITY_HAZARD,1160.15,196.49,8,377,207.13,550,76,79,0.25,true,43.46
EXC003,OPERATING,NORMAL,1233.96,200.69,14,344,215.87,1050,85,82,0.35,true,35.69
EXC002,IDLE,NORMAL,1351.04,255.84,4,196,129.53,1000,78,81,0.29,true,34.46
EXC002,UNLOADING,NORMAL,1362.79,90.8,16,686,419.8,1300,82,85,0.45,true,59.37
EXC001,IDLE,NORMAL,1161.78,173.33,4,443,243.53,850,76,79,0.21,true,46.52
EXC002,LOADING,ABNORMAL_FUEL_CONSUMPTION,1360.84,118.01,35.2,606,368.6,1850,88,80,0.65,true,59.77
EXC003,TRANSPORTING,NORMAL,1229.64,260.72,18,172,106.13,1650,86,88,0.57,true,31.7
EXC001,OPERATING,NORMAL,1152.17,309.56,14,36,22.93,1050,76,72,0.33,true,22.94
EXC003,STARTING,SEATBELT_VIOLATION,1228.89,271.55,8,139,92.07,550,76,79,0.25,false,31.46
EXC001,IDLE,NORMAL,1155.21,266.12,4,168,91.47,1000,85,82,0.29,true,33.09
EXC001,IDLE,NORMAL,1169.89,60.18,4,780,446.33,1000,78,81,0.29,true,66.17
EXC002,IDLE,NORMAL,1360.05,129.38,4,571,350.47,700,74,77,0.15,true,55.76
EXC001,OPERATING,NORMAL,1153.41,291.66,14,91,51.07,1200,78,72,0.35,true,26.37
EXC002,UNLOADING,NORMAL,1358.26,154.47,16,496,307.27,1300,83,85,0.45,true,48.92
EXC001,LOADING,NORMAL,1151.83,314.28,22,23,14,1850,88,80,0.65,true,20.54
EXC003,IDLE,NORMAL,1240.07,115.09,4,600,370,850,89,86,0.21,true,58.03
EXC003,UNLOADING,NORMAL,1228.63,275.01,16,130,82.33,1300,82,85,0.45,true,25.21
EXC003,OPERATING,NORMAL,1237.6,149.56,14,497,309.13,1150,78,72,0.35,true,42.83
EXC003,OPERATING,NORMAL,1225.59,317.44,14,12,4.87,900,78,72,0.35,true,19.04
EXC001,IDLE,NORMAL,1153.48,290.59,4,94,52.13,1150,80,83,0.64,true,27.57
EXC002,UNLOADING,NORMAL,1356.67,176.35,16,434,265,1300,82,85,1.04,true,49.34
EXC001,IDLE,PROXIMITY_HAZARD,1169.37,67.41,4,759,435.4,700,74,77,0.15,true,66.8
EXC001,LOADING,HIGH_VIBRATION,1152.92,298.53,22,71,37.93,1850,88,80,1.12,true,30.31
EXC002,UNLOADING,NORMAL,1363.54,80.07,16,718,435.53,1450,82,84,0.47,true,59.76
EXC001,OPERATING,HIGH_VIBRATION,1156.35,250.31,14,213,115.87,1050,80,72,1.12,true,35.46
EXC002,LOADING,NORMAL,1355.43,194.11,22,382,237.4,1850,86,78,0.65,true,37.71
EXC003,OPERATING,NORMAL,1230.28,251.75,14,197,121,1350,80,72,0.35,true,30.15
EXC002,TRANSPORTING,NORMAL,1354.82,202.74,18,356,224.2,1600,84,82,0.88,true,42.03
EXC001,OPERATING,NORMAL,1154.96,269.58,14,158,86,1150,80,76,0.35,true,28.87
EXC002,TRANSPORTING,NORMAL,1347.6,303.27,18,57,36.8,1650,86,84,0.57,true,22.97
EXC002,UNLOADING,NORMAL,1355.52,192.83,16,385,239.2,1300,82,85,0.45,true,43.19
EXC002,LOADING,NORMAL,1357.92,159.1,22,483,296.87,1650,82,74,0.64,true,45.47
EXC003,OPERATING,NORMAL,1230.76,245.09,14,216,133.93,1350,80,72,0.35,true,32.68
EXC002,LOADING,NORMAL,1361.7,105.89,22,644,389,1500,84,76,0.51,true,57.69
EXC003,LOADING,HIGH_VIBRATION,1239.8,118.96,22,589,364.4,1850,86,78,1.12,true,57.1
EXC001,TRANSPORTING,SEATBELT_VIOLATION,1154.86,270.98,18,154,84.4,1600,84,82,0.88,false,33.86
EXC003,IDLE,NORMAL,1234.21,197.15,4,354,220.87,1150,80,83,0.37,true,42.42
EXC003,IDLE,SEATBELT_VIOLATION,1243.05,73.57,4,723,443.2,300,91,88,0.31,false,71.32
EXC001,LOADING,HIGH_VIBRATION,1160.12,196.99,22,376,206.33,1850,88,84,1.12,true,49.2
EXC003,IDLE,NORMAL,1229.34,265.18,4,158,100.47,850,76,79,0.48,true,34.58
EXC002,TRANSPORTING,NORMAL,1352.85,230.36,18,276,175.67,1700,91,88,0.57,true,36.9
EXC001,TRANSPORTING,NORMAL,1166.31,110.65,18,632,367.93,1600,84,82,0.55,true,54.45
EXC001,STARTING,NORMAL,1161.06,183.22,8,415,223.73,450,74,68,0.25,true,40.64
EXC001,UNLOADING,NORMAL,1160.88,185.73,16,408,219.93,1300,82,85,0.45,true,43.79
EXC001,OPERATING,NORMAL,1158.14,225.19,14,292,162.8,900,78,72,0.72,true,35.26
EXC002,STARTING,NORMAL,1353.15,226.07,8,288,182,850,74,75,0.23,true,39.92
EXC002,UNLOADING,NORMAL,1348.85,286.09,16,108,72.27,1450,82,84,0.47,true,29.26
EXC002,UNLOADING,NORMAL,1357.19,168.99,16,456,279.13,1300,82,85,0.45,true,46.27
EXC002,TRANSPORTING,NORMAL,1355.93,187.06,18,403,250.13,1600,84,84,0.55,true,41.67
EXC002,TRANSPORTING,NORMAL,1349.56,276.08,18,139,89.27,1600,84,82,0.55,true,25.46
EXC002,LOADING,NORMAL,1357.22,168.74,22,456,281.13,1350,91,90,0.43,true,43.85
EXC002,UNLOADING,NORMAL,1359.74,133.51,16,559,342.73,1300,82,85,0.45,true,52.11
EXC002,TRANSPORTING,PROXIMITY_HAZARD,1350.8,259.17,18,187,125.47,1600,84,82,0.55,true,38.31
EXC001,OPERATING,NORMAL,1151.46,319.44,14,7,2.33,1000,81,78,0.35,true,17.33
EXC003,UNLOADING,NORMAL,1239.81,118.8,16,589,364.4,1300,82,85,0.48,true,53.93
EXC002,LOADING,NORMAL,1351.77,245.47,22,231,147.4,1600,82,74,0.43,true,29.92
EXC001,OPERATING,OVERHEATING,1159.08,212.02,14,330,184.8,1300,93,90,0.35,true,44.27
EXC003,LOADING,NORMAL,1233.2,211.37,22,313,197.27,1850,88,90,0.59,true,36.99
EXC001,OPERATING,NORMAL,1155.82,257.78,14,191,106.4,900,91,88,0.96,true,32.77
EXC003,UNLOADING,NORMAL,1242.57,80.27,16,703,429.73,1300,82,85,0.45,true,60.18
EXC003,IDLE,NORMAL,1237.9,145.47,4,509,317.2,1000,78,81,0.64,true,52.03
EXC002,LOADING,NORMAL,1360.33,125.55,22,583,359.4,1350,82,74,0.43,true,51.87
EXC003,LOADING,NORMAL,1237.62,149.41,22,497,309.8,1350,82,74,0.8,true,43.44
EXC003,UNLOADING,NORMAL,1232.97,214.64,16,303,192.33,1300,82,85,0.8,true,40.94
EXC003,IDLE,NORMAL,1243.32,69.75,4,736,450.8,300,76,78,0.32,true,64.37
EXC002,TRANSPORTING,HIGH_VIBRATION,1348.91,285.23,18,111,73.27,1700,91,88,1.12,true,34.22
EXC002,IDLE,SEATBELT_VIOLATION,1360.99,115.9,4,613,373.8,1000,78,81,0.29,false,66
EXC001,TRANSPORTING,NORMAL,1168.29,82.87,18,714,414.27,1600,84,82,0.55,true,58.53
EXC003,IDLE,NORMAL,1233.61,205.65,4,330,207.53,300,85,82,0.15,true,40.97
EXC003,LOADING,NORMAL,1237.63,149.2,22,498,310.47,1350,82,74,0.43,true,42.74
EXC001,IDLE,NORMAL,1163.69,146.87,4,522,298.8,700,74,77,1.04,true,48.43
EXC002,LOADING,NORMAL,1351.16,254.08,22,202,132.27,1850,88,80,0.65,true,29.23
EXC003,LOADING,SEATBELT_VIOLATION,1236.51,164.99,22,451,280.27,1500,84,76,0.51,false,42.57
EXC002,UNLOADING,NORMAL,1359.88,131.71,16,564,345.6,1300,82,85,0.8,true,52.77
EXC001,TRANSPORTING,ABNORMAL_FUEL_CONSUMPTION,1152.82,300.04,28.8,66,35.67,1600,84,82,0.88,true,32.64
EXC002,STARTING,NORMAL,1355.39,194.63,8,380,237.13,700,81,78,0.39,true,40.76
EXC003,IDLE,NORMAL,1243.35,69.33,4,737,451.4,1000,78,81,1.04,true,67.41
EXC001,OPERATING,NORMAL,1153.85,285.36,14,110,61.6,1000,78,73,0.35,true,23.55
EXC002,LOADING,SEATBELT_VIOLATION,1355.46,193.7,22,383,238.27,1650,86,78,0.59,false,43.93
EXC002,OPERATING,PROXIMITY_HAZARD,1359.43,137.98,14,547,336.8,1200,80,72,0.35,true,51.87
EXC003,TRANSPORTING,NORMAL,1235.23,182.77,18,399,248.87,1600,84,82,0.96,true,46.88
EXC001,STARTING,OVERHEATING,1153.78,286.37,8,107,59.13,850,93,90,0.31,true,36.8
EXC001,STARTING,NORMAL,1152.79,300.53,8,64,35.2,700,80,78,0.39,true,25.46
EXC003,OPERATING,NORMAL,1230.54,248.11,14,207,128,1050,76,72,0.96,true,32.86
EXC001,UNLOADING,NORMAL,1152.02,311.46,16,31,18.33,1300,82,85,0.45,true,20.63
EXC003,LOADING,NORMAL,1234.53,192.63,22,367,228.27,1350,82,74,0.43,true,38.24
EXC001,IDLE,NORMAL,1158.42,221.22,4,303,168.8,700,91,88,0.15,true,43.91
EXC002,UNLOADING,NORMAL,1357.94,158.79,16,484,297.47,1450,82,84,0.47,true,47.93
EXC001,OPERATING,NORMAL,1164.47,135.99,14,554,318.47,1200,80,72,1.04,true,52.47
EXC003,LOADING,PROXIMITY_HAZARD,1230.68,246.18,22,213,131.47,1650,82,74,0.43,true,35.23
EXC001,OPERATING,NORMAL,1164.92,129.9,14,572,330.53,1050,87,84,0.35,true,49.43
EXC003,TRANSPORTING,NORMAL,1234.84,188.36,18,381,236.47,1600,84,82,0.55,true,40.25
EXC001,OPERATING,NORMAL,1161.24,180.71,14,422,227.8,1500,80,72,0.35,true,40.58
EXC001,IDLE,EXCESSIVE_IDLE,1163.56,148.69,4,517,294.33,550,81,78,0.15,true,51.37
EXC001,LOADING,HIGH_VIBRATION,1160.73,188.12,22,401,218.33,1650,82,74,1.12,true,44.69
EXC001,IDLE,SEATBELT_VIOLATION,1162.08,169.36,4,454,253.93,850,89,86,0.56,false,50.26
EXC003,IDLE,NORMAL,1237.27,154.21,4,483,301.4,300,91,88,0.15,true,51.19
EXC002,IDLE,NORMAL,1360.14,128.11,4,575,353,1000,78,81,0.29,true,57.76
EXC001,OPERATING,NORMAL,1167.86,88.96,14,695,404.33,1200,80,72,0.35,true,58.77
EXC003,OPERATING,NORMAL,1243.4,68.82,14,738,454.07,750,87,84,0.33,true,63.07
EXC003,IDLE,PROXIMITY_HAZARD,1242.19,85.71,4,687,419.67,850,79,79,0.21,true,69.89
EXC001,TRANSPORTING,NORMAL,1153.37,292.18,18,90,50,1600,84,82,0.55,true,22.09
EXC003,LOADING,NORMAL,1230.37,250.54,22,201,123.93,1500,84,76,0.51,true,28.43
EXC001,TRANSPORTING,NORMAL,1165.66,119.58,18,605,348.6,1600,87,84,0.55,true,54.45
EXC003,TRANSPORTING,NORMAL,1242.52,81.05,18,701,428.47,1600,84,82,0.8,true,60.93
EXC002,IDLE,NORMAL,1362.57,93.88,4,678,413.2,1150,80,83,0.37,true,62.6
EXC001,UNLOADING,NORMAL,1158.18,224.55,16,294,163.07,1300,82,85,0.45,true,39.92
EXC003,TRANSPORTING,OVERHEATING,1230.16,253.42,18,193,117.27,1600,93,90,0.55,true,41.21
EXC002,OPERATING,NORMAL,1361.56,107.96,14,637,386.27,1050,91,88,0.96,true,55.75
EXC002,LOADING,NORMAL,1358.22,155.03,22,495,305.73,1850,88,86,0.59,true,46.27
EXC002,TRANSPORTING,NORMAL,1353.65,219.24,18,308,196.67,1600,85,82,0.96,true,39.73
EXC001,OPERATING,SEATBELT_VIOLATION,1164.15,140.41,14,541,309.2,1000,78,72,0.88,false,54.61
EXC001,LOADING,NORMAL,1152.31,307.55,22,43,26.33,1850,86,78,0.59,true,22.57
EXC003,UNLOADING,NORMAL,1232.07,227.08,16,267,168.6,1450,89,86,0.47,true,35.5
EXC002,OPERATING,NORMAL,1349.08,282.91,14,117,77.47,1200,80,72,0.35,true,23.81
EXC002,TRANSPORTING,ABNORMAL_FUEL_CONSUMPTION,1349.35,279.06,28.8,130,84.93,1600,84,82,0.55,true,35.56
EXC003,OPERATING,HIGH_VIBRATION,1236.67,162.69,14,458,284.13,1050,85,82,1.12,true,53.1
EXC003,TRANSPORTING,NORMAL,1226.99,297.87,18,65,38.87,1600,84,82,0.55,true,25.23
EXC001,TRANSPORTING,NORMAL,1161.38,178.63,18,429,231.73,1600,84,84,0.55,true,46.05
EXC003,TRANSPORTING,NORMAL,1237.02,157.76,18,473,292.27,1600,89,86,1.04,true,51.37
EXC002,LOADING,SEATBELT_VIOLATION,1354.78,203.28,22,355,223.47,1800,87,84,0.51,false,41.11
EXC003,UNLOADING,NORMAL,1235.51,178.72,16,410,253.4,1300,82,85,0.45,true,43.12
EXC001,UNLOADING,NORMAL,1164.91,129.97,16,572,330.27,1300,82,85,0.88,true,52.13
EXC001,LOADING,NORMAL,1153,297.47,22,75,41.07,1850,88,80,0.65,true,24.1
EXC003,IDLE,EXCESSIVE_IDLE,1238.99,130.36,4,554,347.6,550,82,74,0.88,true,61.37
EXC001,TRANSPORTING,NORMAL,1168.14,84.94,18,708,411.13,1650,86,88,0.57,true,60.25
EXC003,STARTING,OVERHEATING,1237.25,154.57,8,482,300.07,700,93,90,0.25,true,55.31
EXC002,LOADING,NORMAL,1349.55,276.24,22,139,89.27,1800,89,90,0.51,true,28.12
EXC001,UNLOADING,NORMAL,1157,240.91,16,244,129.6,1300,82,85,0.88,true,36.85
EXC002,IDLE,NORMAL,1351.78,245.22,4,232,147.6,850,76,79,0.21,true,36.24
EXC003,UNLOADING,NORMAL,1239.25,126.62,16,567,354.4,1450,82,84,0.47,true,56.27
EXC003,IDLE,NORMAL,1232.45,221.88,4,283,179.27,700,74,77,0.88,true,40.64
EXC002,STARTING,NORMAL,1349.65,275.09,8,141,93,450,74,68,1.04,true,28.16
EXC001,LOADING,NORMAL,1168.56,79.02,22,725,421.33,1800,84,76,0.51,true,61.93
EXC002,LOADING,NORMAL,1353.64,219.37,22,308,196.67,1850,86,78,0.59,true,34.96
EXC003,TRANSPORTING,NORMAL,1226.72,301.62,18,56,32.07,1600,84,82,0.55,true,22.27
EXC002,STARTING,NORMAL,1346.98,311.79,8,31,18.53,600,74,68,0.25,true,21.62
EXC003,IDLE,EXCESSIVE_IDLE,1232,228.02,4,264,166.47,550,83,80,0.8,true,46.29
EXC002,LOADING,NORMAL,1357.36,166.84,22,463,284.4,1500,84,76,0.64,true,43.7
EXC003,LOADING,NORMAL,1238.05,143.64,22,516,323.87,1500,89,90,0.51,true,49.71
EXC003,LOADING,NORMAL,1230.13,253.87,22,192,117,1650,86,78,0.8,true,27.41
EXC002,TRANSPORTING,NORMAL,1355.68,190.52,18,392,243.13,1600,84,82,0.8,true,42.54
EXC001,STARTING,NORMAL,1162.24,166.91,8,462,258.47,550,74,72,0.25,true,44.4
EXC001,UNLOADING,NORMAL,1169.25,69.1,16,754,433.2,1300,82,85,0.8,true,62
EXC003,LOADING,NORMAL,1241.01,101.83,22,641,390.73,1800,91,90,0.65,true,55.97
EXC003,LOADING,NORMAL,1232.98,214.45,22,304,192.6,1850,86,78,0.59,true,35.08
EXC001,IDLE,HIGH_VIBRATION,1161.44,177.72,4,431,233.8,850,76,79,1.12,true,52.77
EXC001,IDLE,NORMAL,1164.73,132.49,4,564,325.2,1000,78,81,0.72,true,49.69
EXC002,UNLOADING,NORMAL,1349.87,271.88,16,150,97.93,1300,82,85,0.45,true,29.16
EXC001,LOADING,NORMAL,1164.44,136.48,22,553,317.07,1500,84,76,0.96,true,50.96
EXC001,STARTING,NORMAL,1167.61,92.27,8,685,396.53,600,74,68,0.64,true,58.12
EXC002,OPERATING,PROXIMITY_HAZARD,1359.82,132.49,14,562,344.67,1000,76,72,0.33,true,53.56
EXC001,LOADING,NORMAL,1165.05,127.97,22,580,334.4,1850,88,90,0.65,true,49.17
EXC001,IDLE,NORMAL,1156.37,250.02,4,214,116.13,700,75,77,0.15,true,36.81
EXC003,UNLOADING,NORMAL,1230.75,245.19,16,216,133.67,1300,82,85,0.45,true,29.54
EXC003,OPERATING,NORMAL,1230.12,253.94,14,191,117,1200,80,72,1.04,true,33.9
EXC002,LOADING,NORMAL,1358.28,154.27,22,497,308.2,1650,91,90,0.59,true,50.68
EXC001,OPERATING,NORMAL,1161.46,177.48,14,432,234.4,1300,83,80,0.35,true,42.2
EXC003,IDLE,EXCESSIVE_IDLE,1225.77,314.88,4,19,10.13,550,72,75,0.15,true,28.14
EXC001,TRANSPORTING,SEATBELT_VIOLATION,1156.24,251.76,18,209,113.73,1600,84,82,0.55,false,37.14
EXC003,UNLOADING,NORMAL,1235.77,175.23,16,421,261.53,1300,82,85,0.45,true,49.47
EXC002,STARTING,PROXIMITY_HAZARD,1346.5,318.28,8,12,3.2,450,78,74,0.25,true,24.58
EXC002,STARTING,HIGH_VIBRATION,1348.77,287.22,8,104,69.87,850,74,75,1.12,true,38.73
EXC001,OPERATING,NORMAL,1161.42,178.04,14,430,233.6,1000,80,78,0.33,true,44.83
EXC001,OPERATING,NORMAL,1167.78,89.94,14,692,401.07,1200,80,72,0.35,true,57.21
EXC002,UNLOADING,NORMAL,1353.27,224.39,16,293,185.47,1300,82,85,0.45,true,37.51
EXC002,UNLOADING,NORMAL,1351.06,255.52,16,197,129.67,1300,82,85,0.45,true,34.77
EXC001,LOADING,NORMAL,1167.13,99.11,22,666,386.33,1850,88,88,0.65,true,56.85
EXC003,OPERATING,NORMAL,1226.77,300.97,14,57,33.67,1200,78,72,0.35,true,21.83
EXC003,OPERATING,NORMAL,1234.33,195.58,14,358,222.73,1500,80,72,0.88,true,41.87
EXC001,IDLE,NORMAL,1162.86,158.33,4,490,274.67,700,74,77,0.88,true,46.52
EXC001,IDLE,EXCESSIVE_IDLE,1151.93,312.77,4,27,16,550,78,81,0.29,true,28.65
EXC002,STARTING,NORMAL,1357.95,158.7,8,484,298.33,600,74,68,0.25,true,47.15
EXC002,TRANSPORTING,NORMAL,1353.38,223.05,18,297,189.07,1600,84,82,0.55,true,36.25
EXC003,TRANSPORTING,NORMAL,1230.98,241.95,18,226,137.87,1650,86,88,0.57,true,35.74
EXC003,OPERATING,NORMAL,1228.61,275.34,14,129,81.8,1200,80,74,0.35,true,27.76
EXC001,LOADING,NORMAL,1160.96,184.69,22,411,221.33,1500,84,76,0.51,true,36.24
EXC002,LOADING,NORMAL,1361.97,102.1,22,654,394.93,1750,88,90,0.51,true,57.19
EXC001,UNLOADING,NORMAL,1155.6,260.83,16,183,101.93,1450,82,84,0.47,true,31.08
EXC002,UNLOADING,NORMAL,1361.62,107.1,16,640,387.6,1300,82,85,0.45,true,59.73
EXC003,LOADING,NORMAL,1234.1,198.77,22,350,219.07,1850,88,90,0.8,true,43.53
EXC001,STARTING,NORMAL,1161.13,182.32,8,417,226,900,83,80,1.04,true,45.48
EXC003,STARTING,OVERHEATING,1235.68,176.33,8,418,258.47,900,93,90,0.96,true,57.72
EXC002,UNLOADING,PROXIMITY_HAZARD,1362.03,101.2,16,656,396.87,1450,82,84,0.47,true,59.15
EXC002,IDLE,PROXIMITY_HAZARD,1356.74,175.41,4,437,266.13,1150,80,83,0.37,true,54.56
EXC002,IDLE,NORMAL,1359.38,138.75,4,544,334.93,850,77,79,0.21,true,52.19
EXC002,LOADING,NORMAL,1362.88,89.62,22,690,422.13,1650,86,78,0.65,true,55.64
EXC001,LOADING,NORMAL,1154.72,272.99,22,148,81,1850,89,90,0.72,true,25.75
EXC003,TRANSPORTING,NORMAL,1228.03,283.22,18,108,65.73,1600,84,84,0.55,true,27.04
EXC001,OPERATING,PROXIMITY_HAZARD,1168.38,81.67,14,717,417.07,1150,83,80,0.35,true,63.09
EXC002,LOADING,NORMAL,1352.4,236.53,22,258,160.13,1800,84,76,0.51,true,36.91
EXC001,TRANSPORTING,NORMAL,1165.96,115.16,18,618,355.27,1700,86,88,0.57,true,54.99
EXC003,IDLE,EXCESSIVE_IDLE,1230.55,247.92,4,208,128.47,550,82,80,0.72,true,38.01
EXC002,STARTING,OVERHEATING,1352.17,239.84,8,248,154.87,700,93,90,0.25,true,45.84
EXC002,TRANSPORTING,NORMAL,1354.31,209.98,18,334,211.6,1650,86,82,0.57,true,41.48
EXC002,IDLE,EXCESSIVE_IDLE,1360,130.1,4,569,349.4,550,87,86,0.49,true,56.53
EXC003,LOADING,NORMAL,1239.99,116.38,22,597,369,1500,85,82,0.51,true,47.95
EXC003,TRANSPORTING,ABNORMAL_FUEL_CONSUMPTION,1229.8,258.32,28.8,179,109,1600,84,82,1.04,true,36.59
EXC003,STARTING,NORMAL,1236.13,170.29,8,434,270.53,600,74,68,0.25,true,45.7
EXC001,IDLE,NORMAL,1159.4,207.42,4,344,191.47,400,74,68,0.64,true,38.36
EXC001,OPERATING,OVERHEATING,1155.81,257.8,14,191,106.4,750,93,90,1.04,true,42.52
EXC003,STARTING,SEATBELT_VIOLATION,1233.51,207.12,8,326,203.8,900,89,86,1.04,false,45.81
EXC003,TRANSPORTING,OVERHEATING,1235.45,179.55,18,408,251.93,1600,93,90,0.55,true,50.63
EXC001,LOADING,PROXIMITY_HAZARD,1157.77,230.32,22,277,153.07,1500,88,90,0.51,true,36.58
EXC003,IDLE,NORMAL,1242.13,86.44,4,685,417.6,700,85,82,0.15,true,61.31
EXC003,OPERATING,NORMAL,1239.76,119.47,14,587,363.67,1350,80,76,0.96,true,55.27
EXC002,OPERATING,NORMAL,1349.88,271.78,14,150,98.87,1050,80,72,0.4,true,26.61
EXC002,UNLOADING,NORMAL,1363.51,80.65,16,716,434.53,1300,82,85,0.45,true,60.86
EXC002,OPERATING,NORMAL,1347.45,305.47,14,50,33.6,1150,83,80,0.35,true,23.55
EXC002,LOADING,NORMAL,1357.93,158.98,22,483,297.47,1350,82,74,0.64,true,44.19
EXC001,LOADING,OVERHEATING,1156.75,244.51,22,232,124.73,1850,93,90,0.65,true,39.56
EXC002,UNLOADING,NORMAL,1351.8,244.92,16,233,147.67,1450,82,84,0.47,true,34.94
EXC001,IDLE,NORMAL,1151.73,315.74,4,18,11.27,300,70,69,0.88,true,22.34
EXC003,TRANSPORTING,NORMAL,1231.19,239.04,18,235,144,1700,86,82,0.57,true,31.98
EXC003,UNLOADING,NORMAL,1229.27,266.16,16,155,98.8,1450,91,88,0.47,true,33.96
EXC001,LOADING,NORMAL,1164.48,135.94,22,555,318.47,1500,84,76,0.88,true,45.17
EXC002,OPERATING,NORMAL,1350.68,260.77,14,183,119.8,1050,76,72,1.04,true,32.43
EXC002,TRANSPORTING,SEATBELT_VIOLATION,1360.04,129.49,18,571,350.2,1600,84,84,0.55,false,57.9
EXC002,TRANSPORTING,NORMAL,1357.93,158.87,18,484,297.47,1600,84,82,0.55,true,45.44
EXC002,IDLE,NORMAL,1347.84,299.9,4,68,43.47,400,78,70,0.48,true,26.64
EXC003,STARTING,NORMAL,1229.81,258.2,8,179,109.27,850,74,75,0.56,true,31.98
EXC001,UNLOADING,NORMAL,1169.13,70.78,16,749,430.87,1450,89,86,0.47,true,63.86
EXC002,TRANSPORTING,NORMAL,1350.21,267.33,18,163,106.73,1600,84,84,0.55,true,34.39
EXC002,TRANSPORTING,NORMAL,1353.1,226.8,18,286,181,1600,84,82,0.55,true,35.2
EXC001,UNLOADING,NORMAL,1154.01,282.96,16,118,64.47,1450,89,86,0.47,true,28.15
EXC001,STARTING,NORMAL,1166.2,112.26,8,626,364.53,600,74,68,0.25,true,54.13
EXC002,TRANSPORTING,NORMAL,1352.69,232.4,18,270,167.8,1600,84,82,0.64,true,36.97
EXC002,LOADING,PROXIMITY_HAZARD,1364.56,65.84,22,761,458.8,1850,88,80,0.65,true,64.01
EXC002,OPERATING,NORMAL,1359.13,142.31,14,531,329.07,1200,78,72,0.35,true,49.53
EXC002,LOADING,NORMAL,1354.15,212.15,22,328,207.93,1850,88,80,0.65,true,33.69
EXC003,IDLE,NORMAL,1239.84,118.42,4,590,364.87,850,76,79,0.21,true,52.4
EXC002,OPERATING,NORMAL,1360.12,128.4,14,574,352.87,1000,78,72,0.56,true,54.43
EXC002,IDLE,SEATBELT_VIOLATION,1353.46,221.85,4,300,191.4,1000,78,81,0.29,false,42.84
